"words"	"Freq"
"individuals"	274
"manifestations"	274
"morphological"	274
"(pf)"	274
"rupture"	274
"variants"	274
"(canadian"	273
"collection"	273
"irregular"	273
"metastasis"	273
"(mri)"	273
"mutation"	273
"84"	272
"antioxidant"	272
"baboons"	272
"78"	271
"admitted"	271
"receptivity"	271
"8)"	270
"exposed"	270
"tnf-α"	270
"2010"	269
"modified"	269
"mostly"	269
"scan"	269
"south"	269
"sterilization"	269
"76"	268
"apoptotic"	268
"buserelin"	268
"douglas"	268
"education"	268
"expected"	268
"preliminary"	268
"satisfaction"	268
"centers"	267
"cytometry"	267
"diaphragm"	267
"mature"	267
"minor"	267
"periods"	267
"rt-pcr"	267
"reliable"	266
"source"	266
"subtypes"	266
"superior"	266
"taipei"	266
"68"	265
"extracted"	265
"indicates"	265
"though"	265
"suggestive"	264
"2009"	263
"64"	263
"correlate"	263
"fibers"	263
"products"	263
"viability"	263
"clinicians"	262
"preservation"	262
"species"	262
"trend"	262
"cannot"	261
"initially"	261
"physiology"	261
"94"	260
"adjuvant"	260
"appendiceal"	260
"ivf-et"	260
"situ"	260
"special"	260
"58"	259
"detailed"	259
"endometriosis)"	259
"histopathologic"	259
"minutes"	259
"residual"	259
"81"	258
"device"	258
"undertaken"	258
"appendectomy"	257
"clearly"	257
"feasibility"	257
"microarray"	257
"monoclonal"	257
"observations"	257
"varied"	257
"(10"	256
"97"	256
"98"	256
"child"	256
"controversial"	256
"des"	256
"focused"	256
"genomic"	256
"(gnrh)"	256
"includes"	256
"interstitial"	256
"microscopy"	256
"(3)"	255
"add-back"	255
"hernia"	255
"mediated"	255
"são"	255
"steroids"	255
"subcutaneous"	255
"ccc"	254
"hcg"	254
"latter"	254
"ongoing"	254
"71"	253
"he4"	253
"improving"	253
"mesenchymal"	253
"preparation"	253
"sterility"	253
"7)"	252
"dissection"	252
"hand"	252
"healthcare"	252
"ligation"	252
"obstetric"	252
"variable"	252
"(vegf)"	252
"(7"	251
"biochemical"	251
"ff"	251
"immunostaining"	251
"participants/materials"	251
"smoking"	251
"testing"	251
"transition"	251
"74"	250
"il-10"	250
"media"	250
"myomectomy"	250
"close"	249
"conversion"	249
"crucial"	249
"fact"	249
"finland"	249
"neoplastic"	249
"nerves"	249
"2017"	248
"anatomical"	248
"eaoc"	248
"elagolix"	248
"negatively"	248
"non-invasive"	248
"sarcoma"	248
"exact"	247
"mucosa"	247
"network"	247
"sign"	247
"86"	246
"9)"	246
"foundation"	246
"massachusetts"	246
"(median"	246
"placenta"	246
"variation"	246
"2018"	245
"(3)department"	245
"bias"	245
"class"	245
"frozen"	245
"outpatient"	245
"skin"	245
"upper"	245
"88"	244
"amenorrhea"	244
"candidate"	244
"considerable"	244
"linear"	244
"men"	244
"scientific"	244
"vas"	244
"59"	243
"87"	243
"effectively"	243
"functioning"	243
"probability"	243
"regions"	243
"artery"	242
"clarify"	242
"encountered"	242
"(r"	242
"reactive"	242
"st"	242
"v"	242
"depending"	241
"nodes"	241
"dng"	240
"english"	240
"82"	239
"hemorrhage"	239
"heterogeneity"	239
"iran"	239
"monitoring"	239
"sensitive"	239
"comparative"	238
"experiments"	238
"gland"	238
"offer"	238
"antigens"	237
"biomedical"	237
"expert"	237
"involves"	237
"smaller"	237
"step"	237
"world"	237
"apparent"	236
"cyclical"	236
"rue"	236
"squamous"	236
"turkey"	236
"facilitate"	235
"follow"	235
"mcp-1"	235
"noninvasive"	235
"o"	235
"chest"	234
"herein"	234
"luteinizing"	234
"neoplasm"	234
"teaching"	234
"20%"	233
"77"	233
"93"	233
"achieve"	233
"denmark"	233
"funding/competing"	233
"maintenance"	233
"cardiovascular"	232
"e-cadherin"	232
"fecundity"	232
"fluorescence"	232
"fresh"	232
"produce"	232
"abscess"	231
"aetiology"	231
"find"	231
"needs"	231
"rapid"	231
"und"	231
"users"	231
"85"	230
"bcl-2"	230
"consensus"	230
"en"	230
"(1)division"	229
"91"	229
"accompanied"	229
"defect"	229
"differentiated"	229
"gestation"	229
"myomas"	229
"predominantly"	229
"similarly"	229
"73"	228
"80%"	228
"caesarean"	228
"corpus"	228
"employed"	228
"menarche"	228
"occlusion"	228
"september"	228
"69"	227
"(8"	227
"congenital"	227
"death"	227
"event"	227
"extrauterine"	227
"gel"	227
"subgroup"	227
"full"	226
"interactions"	226
"papillary"	226
"rome"	226
"sources"	226
"understand"	226
"urine"	226
"cd10"	225
"challenging"	225
"closely"	225
"il-1"	225
"médecine"	225
"planning"	225
"progress"	225
"testosterone"	225
"(ci)"	224
"consider"	224
"delayed"	224
"immunoreactivity"	224
"private"	224
"regimen"	224
"standardized"	224
"synthetic"	224
"up-regulated"	224
"comment"	223
"depth"	223
"mirna"	223
"prediction"	223
"reduces"	223
"shaving"	223
"shorter"	223
"substantial"	223
"targeting"	223
"training"	223
"upregulated"	223
"79"	222
"idiopathic"	222
"neither"	222
"secreted"	222
"twice"	222
"whole"	222
"autophagy"	221
"continued"	221
"incomplete"	221
"03)"	220
"concluded"	220
"efi"	220
"equal"	220
"los"	220
"registration"	220
"sequencing"	220
"submitted"	220
"visible"	220
"89"	219
"eligible"	219
"endogenous"	219
"(i"	219
"involve"	219
"making"	219
"randomised"	219
"regardless"	219
"somatic"	219
"toward"	219
"0)"	218
"adenocarcinomas"	218
"anatomic"	218
"correlations"	218
"endosalpingiosis"	218
"great"	218
"identifying"	218
"regulate"	218
"thyroid"	218
"anxiety"	217
"complicated"	217
"define"	217
"detecting"	217
"helpful"	217
"infections"	217
"kidney"	217
"milan"	217
"precise"	217
"repeat"	217
"careful"	216
"collagen"	216
"epidemiological"	216
"fully"	216
"gold"	216
"horn"	216
"nulliparous"	216
"os"	216
"supports"	216
"002)"	215
"arise"	215
"blotting"	215
"challenge"	215
"global"	215
"japanese"	215
"july"	215
"sometimes"	215
"spain"	215
"suitable"	215
"twenty"	215
"cochin"	214
"concurrent"	214
"demonstrates"	214
"gestational"	214
"hemoptysis"	214
"iii-iv"	214
"medroxyprogesterone"	214
"node"	214
"stained"	214
"variant"	214
"2008"	213
"decreases"	213
"doppler"	213
"injuries"	213
"integrin"	213
"motility"	213
"validation"	213
"axis"	212
"explored"	212
"intact"	212
"laparoscopies"	212
"recurrences"	212
"semen"	212
"service"	212
"snps"	212
"u"	212
"endometritis"	211
"induces"	211
"microenvironment"	211
"(odds"	211
"pten"	211
"subject"	211
"sydney"	211
"behavior"	210
"colonic"	210
"follows"	210
"icsi"	210
"monkeys"	210
"pharmacological"	210
"pip"	210
"reveal"	210
"subgroups"	210
"demographic"	209
"low-grade"	209
"saline"	209
"sought"	209
"40%"	208
"accepted"	208
"exploration"	208
"performing"	208
"preterm"	208
"prostate"	208
"recognition"	208
"relationships"	208
"10)"	207
"april"	207
"chu"	207
"hypothesized"	207
"india"	207
"monthly"	207
"phenomenon"	207
"polypoid"	207
"pooled"	207
"protective"	207
"receive"	207
"access"	206
"co2"	206
"inhibiting"	206
"rantes"	206
"releasing"	206
"("	205
"04)"	205
"lng-ius"	205
"mechanical"	205
"questions"	205
"sciatic"	205
"spectrum"	205
"90%"	204
"hemorrhagic"	204
"influenced"	204
"maturation"	204
"months)"	204
"oe"	204
"shanghai"	204
"video"	204
"assigned"	203
"chemical"	203
"composed"	203
"cystitis"	203
"first-line"	203
"hoxa10"	203
"org"	203
"preventing"	203
"visualization"	203
"15%"	202
"difficulties"	202
"f"	202
"ivf/icsi"	202
"killer"	202
"advances"	201
"block"	201
"der"	201
"exist"	201
"k"	201
"propose"	201
"spontaneously"	201
"usefulness"	201
"03"	200
"applications"	200
"describes"	200
"dose-dependent"	200
"initiation"	200
"pge2"	200
"pressure"	200
"prevalent"	200
"ureteric"	200
"vimentin"	200
"(11"	199
"consideration"	199
"goserelin"	199
"(pr)"	199
"sufficient"	199
"adhesiolysis"	198
"awareness"	198
"diminished"	198
"intake"	198
"2000"	197
"ages"	197
"cytology"	197
"excellent"	197
"gynecologists"	197
"hyperalgesia"	197
"insertion"	197
"institution"	197
"phosphorylation"	197
"predicted"	197
"targeted"	197
"technologies"	197
"autologous"	196
"bmd"	196
"es"	196
"immediately"	196
"lateral"	196
"qol"	196
"recruitment"	196
"scoring"	196
"2007"	195
"embryonic"	195
"met"	195
"nude"	195
"oxygen"	195
"simultaneously"	195
"tools"	195
"assistance"	194
"burden"	194
"characterize"	194
"premature"	194
"valuable"	194
"30%"	193
"(9"	193
"added"	193
"black"	193
"disease-free"	193
"gain"	193
"impairment"	193
"obliteration"	193
"occc"	193
"reason"	193
"towards"	193
"antral"	192
"consequences"	192
"power"	192
"reached"	192
"serve"	192
"cambridge"	191
"childbearing"	191
"deficiency"	191
"double"	191
"elucidate"	191
"existing"	191
"exists"	191
"exogenous"	191
"growing"	191
"modality"	191
"near"	191
"retroperitoneal"	191
"second-look"	191
"slightly"	191
"spread"	191
"suture"	191
"2019"	190
"alteration"	190
"expectant"	190
"heavy"	190
"monocyte"	190
"mullerian"	190
"subjected"	190
"variations"	190
"25%"	189
"evident"	189
"hsg"	189
"kingdom"	189
"min"	189
"placed"	189
"proximal"	189
"republic"	189
"space"	189
"theories"	189
"transferred"	189
"ultrasonographic"	189
"2006"	188
"assessing"	188
"atypia"	188
"cholesterol"	188
"cutaneous"	188
"(e2)"	188
"entire"	188
"image"	188
"knockdown"	188
"vascularization"	188
"%)"	187
"discovered"	187
"korea"	187
"morphologic"	187
"original"	187
"protocols"	187
"volumes"	187
"99"	186
"categories"	186
"contributes"	186
"displayed"	186
"invasiveness"	186
"largely"	186
"october"	186
"respond"	186
"aggressive"	185
"aid"	185
"city"	185
"(e"	185
"easily"	185
"endoscopy"	185
"fat"	185
"maximum"	185
"mental"	185
"royal"	185
"(12"	184
"actions"	184
"allowed"	184
"aware"	184
"awe"	184
"[ci]"	184
"comprised"	184
"(control"	184
"eoc"	184
"letrozole"	184
"measuring"	184
"messenger"	184
"ranging"	184
"regimens"	184
"universitaire"	184
"005)"	183
"acupuncture"	183
"chromosome"	183
"concept"	183
"contribution"	183
"diverse"	183
"drainage"	183
"gonadotrophin"	183
"immediate"	183
"inhibits"	183
"longitudinal"	183
"lowest"	183
"offers"	183
"t2-weighted"	183
"2005"	182
"75%"	182
"murine"	182
"recombinant"	182
"rise"	182
"(all"	181
"discovery"	181
"exploratory"	181
"mimic"	181
"obtain"	181
"offered"	181
"paired"	181
"zone"	181
"60%"	180
"constipation"	180
"down-regulation"	180
"extrapelvic"	180
"hydronephrosis"	180
"medications"	180
"scheduled"	180
"typically"	180
"2004"	179
"bipolar"	179
"chemotactic"	179
"down-regulated"	179
"dyschezia"	179
"european"	179
"mortality"	179
"obesity"	179
"perioperative"	179
"population-based"	179
"regulating"	179
"short-term"	179
"sp"	179
"clomiphene"	178
"determination"	178
"elements"	178
"existence"	178
"improves"	178
"inducing"	178
"predicting"	178
"terminal"	178
"accumulation"	177
"au"	177
"below"	177
"cc"	177
"compartment"	177
"heterogeneous"	177
"hospitalier"	177
"modulation"	177
"pa"	177
"broad"	176
"difficulty"	176
"ileum"	176
"nf-κb"	176
"reactions"	176
"sequence"	176
"spermatozoa"	176
"absent"	175
"androgen"	175
"contributing"	175
"electron"	175
"enhance"	175
"express"	175
"interests"	175
"link"	175
"partially"	175
"providing"	175
"relevance"	175
"structural"	175
"true"	175
"countries"	174
"cytologic"	174
"girls"	174
"gonadotropins"	174
"highlight"	174
"implanted"	174
"transforming"	174
"cent"	173
"(escs)"	173
"il-1β"	173
"lumbar"	173
"molecule"	173
"p < 0"	173
"solution"	173
"team"	173
"brain"	172
"chorionic"	172
"cure"	172
"decision"	172
"discharge"	172
"energy"	172
"estimates"	172
"mpa"	172
"north"	172
"peak"	172
"×"	171
"coexisting"	171
"determining"	171
"differentiate"	171
"downregulated"	171
"hence"	171
"itself"	171
"never"	171
"(p < 0"	171
"suppress"	171
"twelve"	171
"uncertain"	171
"da"	170
"erβ"	170
"fibrotic"	170
"generation"	170
"massive"	170
"metalloproteinase"	170
"perforation"	170
"promoted"	170
"promotes"	170
"proper"	170
"radiation"	170
"started"	170
"(the"	170
"tokyo"	170
"act"	169
"chocolate"	169
"degrees"	169
"descartes"	169
"extended"	169
"formed"	169
"tenderness"	169
"varying"	169
"community"	168
"efficient"	168
"favorable"	168
"gov"	168
"informed"	168
"register"	168
"tcdd"	168
"02"	167
"affiliated"	167
"believed"	167
"donor"	167
"hepatic"	167
"hot"	167
"partners"	167
"peptide"	167
"placental"	167
"preferred"	167
"prolactin"	167
"resections"	167
"thereby"	167
"umbilicus"	167
"anal"	166
"attempt"	166
"endometriose"	166
"entities"	166
"heart"	166
"modulators"	166
"nevertheless"	166
"november"	166
"quantified"	166
"regeneration"	166
"remodeling"	166
"sorbonne"	166
"utility"	166
"viable"	166
"abnormality"	165
"biosynthesis"	165
"brigham"	165
"cox"	165
"disc"	165
"excessive"	165
"extragenital"	165
"issues"	165
"metastases"	165
"003)"	164
"(15"	164
"adenomyoma"	164
"calcium"	164
"decline"	164
"intercourse"	164
"intravenous"	164
"low-dose"	164
"needle"	164
"predictors"	164
"publications"	164
"radiological"	164
"(rr"	164
"self-reported"	164
"verified"	164
"consisting"	163
"developmental"	163
"ligand"	163
"metabolites"	163
"mucosal"	163
"proinflammatory"	163
"prominent"	163
"route"	163
"(13"	162
"avenue"	162
"cystoscopy"	162
"dominant"	162
"february"	162
"il-1beta"	162
"maintained"	162
"neoplasia"	162
"(or)"	162
"technical"	162
"wound"	162
"(1)service"	161
"(4)department"	161
"cytotoxicity"	161
"extraction"	161
"hypoxia"	161
"issue"	161
"ng/ml)"	161
"overview"	161
"p450"	161
"trust"	161
"6-month"	160
"adjusting"	160
"angeles"	160
"fibroid"	160
"goal"	160
"injections"	160
"nucleotide"	160
"retention"	160
"detectable"	159
"du"	159
"gynecologist"	159
"patency"	159
"pill"	159
"satisfactory"	159
"signalling"	159
"symptomatology"	159
"utilized"	159
"2001"	158
"analogs"	158
"egf"	158
"gstm1"	158
"gynécologie-obstétrique"	158
"intestine"	158
"intrinsic"	158
"obstructive"	158
"400"	157
"(art)"	157
"carcinogenesis"	157
"changed"	157
"discontinuation"	157
"genome-wide"	157
"insufficient"	157
"lacking"	157
"leukocyte"	157
"mitochondrial"	157
"postpartum"	157
"presacral"	157
"prolapse"	157
"compound"	156
"injected"	156
"interleukin-6"	156
"intussusception"	156
"in-vitro"	156
"mif"	156
"next"	156
"rhesus"	156
"sampling"	156
"served"	156
"150"	155
"decidual"	155
"dynamic"	155
"endocervical"	155
"explained"	155
"extension"	155
"hysterosalpingography"	155
"immunohistochemically"	155
"improvements"	155
"net"	155
"ngf"	155
"panel"	155
"pre-"	155
"preventive"	155
"qualitative"	155
"suffered"	155
"w"	155
"04"	154
"(16"	154
"(17"	154
"2002"	154
"besides"	154
"chemokines"	154
"copenhagen"	154
"floor"	154
"ii)"	154
"obvious"	154
"personal"	154
"portion"	154
"tvus"	154
"univariate"	154
"upregulation"	154
"(14"	153
"beyond"	153
"delivered"	153
"ec"	153
"[endometriosis"	153
"immunofluorescence"	153
"position"	153
"rapidly"	153
"sao"	153
"sensory"	153
"70%"	152
"activin"	152
"anesthesia"	152
"decreasing"	152
"depends"	152
"monocytes"	152
"nearly"	152
"neonatal"	152
"precursor"	152
"road"	152
"round"	152
"salpingitis"	152
"b)"	151
"beginning"	151
"debilitating"	151
"fragment"	151
"hrt"	151
"members"	151
"participate"	151
"pure"	151
"tgf-β1"	151
"autoantibodies"	150
"capsule"	150
"cut-off"	150
"manifestation"	150
"nodular"	150
"reach"	150
"stimulating"	150
"supporting"	150
"sweden"	150
"attenuated"	149
"concern"	149
"efficiency"	149
"french]"	149
"immunity"	149
"immunologic"	149
"library"	149
"lipoprotein"	149
"persistence"	149
"worldwide"	149
"1st"	148
"(adjusted"	148
"citrate"	148
"del"	148
"descriptive"	148
"dietary"	148
"hysteroscopic"	148
"i-ii"	148
"mapk"	148
"multicenter"	148
"physician"	148
"pills"	148
"rating"	148
"snp"	148
"tehran"	148
"window"	148
"accurately"	147
"alleles"	147
"alter"	147
"classic"	147
"complementary"	147
"emotional"	147
"highlights"	147
"insight"	147
"intracellular"	147
"macroscopic"	147
"newly"	147
"normally"	147
"opioid"	147
"premenstrual"	147
"puberty"	147
"sequences"	147
"vary"	147
"widespread"	147
"anastomotic"	146
"atrophy"	146
"description"	146
"generated"	146
"hybridization"	146
"increasingly"	146
"largest"	146
"lille"	146
"lining"	146
"mediators"	146
"positivity"	146
"rcts"	146
"serial"	146
"steps"	146
"subjective"	146
"subset"	146
"<0"	145
"attributed"	145
"dehydrogenase"	145
"distinguish"	145
"exhibit"	145
"inner"	145
"leiomyomata"	145
"ligands"	145
"lost"	145
"polyp"	145
"pre-operative"	145
"signals"	145
"swelling"	145
"warranted"	145
"activator"	144
"(amh)"	144
"consequently"	144
"consistently"	144
"contain"	144
"(em)"	144
"emerging"	144
"enlarged"	144
"gift"	144
"health-related"	144
"mast"	144
"neurectomy"	144
"promoting"	144
"responsiveness"	144
"summarize"	144
"5-year"	143
"abortions"	143
"amounts"	143
"array"	143
"chemokine"	143
"incidental"	143
"learning"	143
"migraine"	143
"pathologically"	143
"remove"	143
"visceral"	143
"believe"	142
"demonstrating"	142
"eleven"	142
"equally"	142
"estrogenic"	142
"food"	142
"greece"	142
"hypertension"	142
"interestingly"	142
"levonorgestrel"	142
"preparations"	142
"spine"	142
"thirty"	142
"transient"	142
"(vas)"	142
"women)"	142
"2003"	141
"afc"	141
"attempted"	141
"colonoscopy"	141
"color"	141
"controlling"	141
"decidualized"	141
"dysfunctional"	141
"(er)"	141
"example"	141
"fatigue"	141
"papers"	141
"pittsburgh"	141
"post"	141
"receiver"	141
"(stage"	141
"suffer"	141
"systematically"	141
"trauma"	141
"ureterolysis"	141
"a)"	140
"acceptable"	140
"akt"	140
"characterization"	140
"desire"	140
"diet"	140
"dysregulation"	140
"elevation"	140
"infiltrative"	140
"limit"	140
"micrornas"	140
"multifactorial"	140
"palpable"	140
"resveratrol"	140
"stripping"	140
"validity"	140
"(18"	139
"al"	139
"complaint"	139
"disturbances"	139
"exclusion"	139
"incubation"	139
"interest(s)"	139
"pilot"	139
"product"	139
"returned"	139
"segment"	139
"simultaneous"	139
"soft"	139
"transcriptional"	139
"advantage"	138
"canal"	138
"challenges"	138
"iii/iv"	138
"leuprorelin"	138
"neutrophils"	138
"oestradiol"	138
"pathogenic"	138
"thorough"	138
"vehicle"	138
"(4)"	137
"abundant"	137
"again"	137
"blastocyst"	137
"carefully"	137
"complained"	137
"double-blind"	137
"feature"	137
"hormone-dependent"	137
"indirect"	137
"iud"	137
"metalloproteinases"	137
"plasminogen"	137
"policlinico"	137
"prl"	137
"respective"	137
"rouen"	137
"spectrometry"	137
"ureters"	137
"(20"	136
"adults"	136
"am"	136
"consequence"	136
"consumption"	136
"cytotoxic"	136
"deposits"	136
"genoa"	136
"insulin"	136
"language"	136
"mg/kg"	136
"prepared"	136
"ru-486"	136
"[95%"	135
"august"	135
"cité"	135
"comparisons"	135
"covered"	135
"ii-2)"	135
"il-4"	135
"lymphocyte"	135
"orally"	135
"owing"	135
"perineal"	135
"phthalate"	135
"regional"	135
"roc"	135
"shift"	135
"spanish]"	135
"tended"	135
"adenosarcoma"	134
"catheter"	134
"definition"	134
"died"	134
"dioxin"	134
"emerged"	134
"endometriosis?"	134
"exclusively"	134
"interpretation"	134
"kras"	134
"malformations"	134
"melatonin"	134
"null"	134
"random"	134
"restriction"	134
"scars"	134
"side-effects"	134
"software"	134
"three-dimensional"	134
"tolerated"	134
"transcripts"	134
"ultimately"	134
"1996"	133
"20)"	133
"250"	133
"attachment"	133
"clinics"	133
"e(2)"	133
"endometrial-like"	133
"gynécologie"	133
"hypoestrogenic"	133
"initiated"	133
"mrnas"	133
"researchers"	133
"ros"	133
"rudimentary"	133
"separate"	133
"transport"	133
"120"	132
"3d"	132
"afs"	132
"anomaly"	132
"co"	132
"core"	132
"elective"	132
"erα"	132
"experiences"	132
"factor-alpha"	132
"intermediate"	132
"investigating"	132
"irritable"	132
"uptake"	132
"(21"	131
"balance"	131
"contralateral"	131
"cytoplasm"	131
"hemostasis"	131
"incubated"	131
"milieu"	131
"monitored"	131
"online"	131
"platelet"	131
"prescribed"	131
"recovered"	131
"right-sided"	131
"statistics"	131
"tnf"	131
"weak"	131
"aspect"	130
"chemicals"	130
"clinicopathological"	130
"cm)"	130
"curettage"	130
"extract"	130
"histone"	130
"mode"	130
"queensland"	130
"reflect"	130
"shed"	130
"turn"	130
"unaffected"	130
